Date,Close,Daily_Return
1991-01-03,1613.63,-0.009283
1991-01-04,1606.51,-0.004412
1991-01-07,1621.04,0.009044
1991-01-08,1618.16,-0.001777
1991-01-09,1610.61,-0.004666
1991-01-10,1630.75,0.012505
1991-01-11,1640.17,0.005776
1991-01-14,1635.47,-0.002866
1991-01-15,1645.89,0.006371
1991-01-16,1647.84,0.001185
1991-01-17,1638.35,-0.005759
1991-01-18,1629.93,-0.005139
1991-01-21,1621.49,-0.005178
1991-01-22,1624.74,0.002004
1991-01-23,1627.63,0.001779
1991-01-24,1631.99,0.002679
1991-01-25,1621.18,-0.006624
1991-01-28,1613.42,-0.004787
1991-01-29,1604.95,-0.00525
1991-01-30,1605.75,0.000498
1991-01-31,1616.67,0.006801
1991-02-01,1619.29,0.001621
1991-02-04,1620.49,0.000741
1991-02-05,1619.67,-0.000506
1991-02-06,1623.07,0.002099
1991-02-07,1613.98,-0.0056
1991-02-08,1631.87,0.011084
1991-02-11,1630.37,-0.000919
1991-02-12,1633.47,0.001901
1991-02-13,1626.55,-0.004236
1991-02-14,1650.43,0.014681
1991-02-15,1650.06,-0.000224
1991-02-18,1654.11,0.002454
1991-02-19,1653.6,-0.000308
1991-02-20,1501.82,-0.091788
1991-02-21,1524.28,0.014955
1991-02-22,1603.65,0.05207
1991-02-25,1622.49,0.011748
1991-02-26,1636.68,0.008746
1991-02-27,1652.1,0.009422
1991-02-28,1645.81,-0.003807
1991-03-01,1650.36,0.002765
1991-03-04,1651.55,0.000721
1991-03-05,1649.88,-0.001011
1991-03-06,1653.52,0.002206
1991-03-07,1657.51,0.002413
1991-03-08,1649.55,-0.004802
1991-03-11,1649.09,-0.000279
1991-03-12,1646.41,-0.001625
1991-03-13,1638.65,-0.004713
1991-03-14,1625.8,-0.007842
1991-03-15,1628.64,0.001747
1991-03-18,1632.22,0.002198
1991-03-19,1633.65,0.000876
1991-03-20,1631.17,-0.001518
1991-03-21,1635.8,0.002838
1991-03-22,1621.27,-0.008883
1991-03-25,1624.7,0.002116
1991-03-26,1616.13,-0.005275
1991-03-27,1618.12,0.001231
1991-03-28,1627.8,0.005982
1991-03-29,1625.79,-0.001235
1991-04-01,1614.8,-0.00676
1991-04-02,1612.8,-0.001239
1991-04-03,1605.47,-0.004545
1991-04-04,1609.32,0.002398
1991-04-05,1607.48,-0.001143
1991-04-08,1607.48,0.0
1991-04-09,1604.89,-0.001611
1991-04-10,1589.12,-0.009826
1991-04-11,1582.27,-0.004311
1991-04-12,1567.99,-0.009025
1991-04-15,1568.16,0.000108
1991-04-16,1569.71,0.000988
1991-04-17,1571.74,0.001293
1991-04-18,1585.41,0.008697
1991-04-19,1570.01,-0.009714
1991-04-22,1561.89,-0.005172
1991-04-23,1565.18,0.002106
1991-04-24,1570.34,0.003297
1991-04-25,1577.0,0.004241
1991-04-26,1590.29,0.008427
1991-04-29,1572.72,-0.011048
1991-04-30,1572.07,-0.000413
1991-05-01,1579.19,0.004529
1991-05-02,1588.73,0.006041
1991-05-03,1586.01,-0.001712
1991-05-06,1579.77,-0.003934
1991-05-07,1572.58,-0.004551
1991-05-08,1568.09,-0.002855
1991-05-09,1578.21,0.006454
1991-05-10,1573.94,-0.002706
1991-05-13,1582.06,0.005159
1991-05-14,1610.18,0.017774
1991-05-15,1605.16,-0.003118
1991-05-16,1623.84,0.011637
1991-05-17,1615.26,-0.005284
1991-05-20,1627.08,0.007318
1991-05-21,1626.97,-6.8e-05
1991-05-22,1605.7,-0.013073
1991-05-23,1589.7,-0.009965
1991-05-24,1589.7,0.0
1991-05-27,1603.26,0.00853
1991-05-28,1599.75,-0.002189
1991-05-29,1590.86,-0.005557
1991-05-30,1603.5,0.007945
1991-05-31,1589.86,-0.008506
1991-06-03,1587.92,-0.00122
1991-06-04,1571.06,-0.010618
1991-06-05,1549.81,-0.013526
1991-06-06,1549.36,-0.00029
1991-06-07,1554.65,0.003414
1991-06-10,1557.52,0.001846
1991-06-11,1555.31,-0.001419
1991-06-12,1559.76,0.002861
1991-06-13,1548.44,-0.007258
1991-06-14,1543.99,-0.002874
1991-06-17,1550.21,0.004029
1991-06-18,1557.03,0.004399
1991-06-19,1551.78,-0.003372
1991-06-20,1562.89,0.00716
1991-06-21,1570.28,0.004728
1991-06-24,1559.26,-0.007018
1991-06-25,1545.87,-0.008587
1991-06-26,1542.77,-0.002005
1991-06-27,1542.77,0.0
1991-06-28,1542.77,0.0
1991-07-01,1542.77,0.0
1991-07-02,1564.27,0.013936
1991-07-03,1577.26,0.008304
1991-07-04,1577.26,0.0
1991-07-05,1577.26,0.0
1991-07-08,1598.19,0.01327
1991-07-09,1604.05,0.003667
1991-07-10,1604.69,0.000399
1991-07-11,1593.65,-0.00688
1991-07-12,1581.68,-0.007511
1991-07-15,1599.14,0.011039
1991-07-16,1613.82,0.00918
1991-07-17,1620.45,0.004108
1991-07-18,1629.51,0.005591
1991-07-19,1663.7,0.020982
1991-07-22,1664.09,0.000234
1991-07-23,1669.29,0.003125
1991-07-24,1685.14,0.009495
1991-07-25,1687.07,0.001145
1991-07-26,1680.13,-0.004114
1991-07-29,1671.84,-0.004934
1991-07-30,1669.52,-0.001388
1991-07-31,1686.71,0.010296
1991-08-01,1685.51,-0.000711
1991-08-02,1671.01,-0.008603
1991-08-05,1683.06,0.007211
1991-08-06,1685.7,0.001569
1991-08-07,1685.66,-2.4e-05
1991-08-08,1678.77,-0.004087
1991-08-09,1685.85,0.004217
1991-08-12,1683.71,-0.001269
1991-08-13,1686.59,0.001711
1991-08-14,1683.73,-0.001696
1991-08-15,1679.14,-0.002726
1991-08-16,1685.03,0.003508
1991-08-19,1680.81,-0.002504
1991-08-20,1676.17,-0.002761
1991-08-21,1688.46,0.007332
1991-08-22,1696.55,0.004791
1991-08-23,1690.24,-0.003719
1991-08-26,1711.35,0.012489
1991-08-27,1711.29,-3.5e-05
1991-08-28,1729.86,0.010851
1991-08-29,1716.63,-0.007648
1991-08-30,1743.36,0.015571
1991-09-02,1745.17,0.001038
1991-09-03,1746.76,0.000911
1991-09-04,1749.29,0.001448
1991-09-05,1763.86,0.008329
1991-09-06,1762.27,-0.000901
1991-09-09,1762.29,1.1e-05
1991-09-10,1746.77,-0.008807
1991-09-11,1753.5,0.003853
1991-09-12,1753.21,-0.000165
1991-09-13,1739.88,-0.007603
1991-09-16,1723.92,-0.009173
1991-09-17,1734.42,0.006091
1991-09-18,1723.13,-0.006509
1991-09-19,1732.92,0.005682
1991-09-20,1729.89,-0.001748
1991-09-23,1725.74,-0.002399
1991-09-24,1730.9,0.00299
1991-09-25,1714.17,-0.009665
1991-09-26,1716.2,0.001184
1991-09-27,1719.06,0.001666
1991-09-30,1718.21,-0.000494
1991-10-01,1698.84,-0.011273
1991-10-02,1714.76,0.009371
1991-10-03,1718.35,0.002094
1991-10-04,1706.69,-0.006786
1991-10-07,1723.37,0.009773
1991-10-08,1716.18,-0.004172
1991-10-09,1738.78,0.013169
1991-10-10,1737.41,-0.000788
1991-10-11,1714.77,-0.013031
1991-10-14,1724.24,0.005523
1991-10-15,1733.77,0.005527
1991-10-16,1729.96,-0.002198
1991-10-17,1734.46,0.002601
1991-10-18,1744.35,0.005702
1991-10-21,1746.88,0.00145
1991-10-22,1746.88,0.0
1991-10-23,1746.88,0.0
1991-10-24,1747.47,0.000338
1991-10-25,1753.1,0.003222
1991-10-28,1745.17,-0.004523
1991-10-29,1745.72,0.000315
1991-10-30,1742.92,-0.001604
1991-10-31,1731.68,-0.006449
1991-11-01,1731.18,-0.000289
1991-11-04,1728.09,-0.001785
1991-11-05,1728.09,0.0
1991-11-06,1731.29,0.001852
1991-11-07,1733.82,0.001461
1991-11-08,1745.78,0.006898
1991-11-11,1752.57,0.003889
1991-11-12,1748.13,-0.002533
1991-11-13,1750.7,0.00147
1991-11-14,1747.91,-0.001594
1991-11-15,1745.79,-0.001213
1991-11-18,1735.34,-0.005986
1991-11-19,1719.92,-0.008886
1991-11-20,1763.59,0.025391
1991-11-21,1766.76,0.001797
1991-11-22,1785.4,0.01055
1991-11-25,1783.56,-0.001031
1991-11-26,1804.42,0.011696
1991-11-27,1812.33,0.004384
1991-11-28,1799.51,-0.007074
1991-11-29,1792.8,-0.003729
1991-12-02,1792.8,0.0
1991-12-03,1806.36,0.007564
1991-12-04,1798.23,-0.004501
1991-12-05,1800.62,0.001329
1991-12-06,1786.19,-0.008014
1991-12-09,1791.35,0.002889
1991-12-10,1789.05,-0.001284
1991-12-11,1789.05,0.0
1991-12-12,1784.71,-0.002426
1991-12-13,1789.45,0.002656
1991-12-16,1779.74,-0.005426
1991-12-17,1786.97,0.004062
1991-12-18,1773.25,-0.007678
1991-12-19,1781.62,0.00472
1991-12-20,1773.75,-0.004417
1991-12-23,1773.75,0.0
1991-12-24,1776.34,0.00146
1991-12-25,1770.72,-0.003164
1991-12-26,1772.39,0.000943
1991-12-27,1762.55,-0.005552
1991-12-30,1764.35,0.001021
1991-12-31,1752.83,-0.006529
1992-01-01,1755.98,0.001797
1992-01-02,1754.95,-0.000587
1992-01-03,1759.9,0.002821
1992-01-06,1759.84,-3.4e-05
1992-01-07,1776.5,0.009467
1992-01-08,1769.98,-0.00367
1992-01-09,1766.98,-0.001695
1992-01-10,1752.29,-0.008314
1992-01-13,1760.17,0.004497
1992-01-14,1750.32,-0.005596
1992-01-15,1731.44,-0.010787
1992-01-16,1735.51,0.002351
1992-01-17,1733.84,-0.000962
1992-01-20,1730.78,-0.001765
1992-01-21,1699.46,-0.018096
1992-01-22,1652.71,-0.027509
1992-01-23,1654.09,0.000835
1992-01-24,1636.81,-0.010447
1992-01-27,1622.81,-0.008553
1992-01-28,1613.36,-0.005823
1992-01-29,1617.78,0.00274
1992-01-30,1617.18,-0.000371
1992-01-31,1637.62,0.012639
1992-02-03,1622.2,-0.009416
1992-02-04,1608.49,-0.008451
1992-02-05,1605.11,-0.002101
1992-02-06,1609.61,0.002804
1992-02-07,1624.94,0.009524
1992-02-10,1618.07,-0.004228
1992-02-11,1611.96,-0.003776
1992-02-12,1578.95,-0.020478
1992-02-13,1561.39,-0.011121
1992-02-14,1547.87,-0.008659
1992-02-17,1548.63,0.000491
1992-02-18,1560.16,0.007445
1992-02-19,1554.76,-0.003461
1992-02-20,1531.87,-0.014723
1992-02-21,1526.14,-0.003741
1992-02-24,1509.03,-0.011211
1992-02-25,1530.03,0.013916
1992-02-26,1484.97,-0.02945
1992-02-27,1464.03,-0.014101
1992-02-28,1475.11,0.007568
1992-03-02,1516.12,0.027801
1992-03-03,1519.69,0.002355
1992-03-04,1529.97,0.006765
1992-03-05,1516.44,-0.008843
1992-03-06,1515.53,-0.0006
1992-03-09,1543.89,0.018713
1992-03-10,1534.72,-0.00594
1992-03-11,1538.66,0.002567
1992-03-12,1536.71,-0.001267
1992-03-13,1523.83,-0.008382
1992-03-16,1527.1,0.002146
1992-03-17,1530.2,0.00203
1992-03-18,1601.5,0.046595
1992-03-19,1580.29,-0.013244
1992-03-20,1595.09,0.009365
1992-03-23,1579.47,-0.009793
1992-03-24,1600.59,0.013372
1992-03-25,1566.0,-0.021611
1992-03-26,1557.01,-0.005741
1992-03-27,1542.74,-0.009165
1992-03-30,1536.3,-0.004174
1992-03-31,1510.66,-0.016689
1992-04-01,1481.03,-0.019614
1992-04-02,1483.83,0.001891
1992-04-03,1470.09,-0.00926
1992-04-06,1484.78,0.009993
1992-04-07,1475.41,-0.006311
1992-04-08,1402.34,-0.049525
1992-04-09,1421.49,0.013656
1992-04-10,1434.61,0.00923
1992-04-13,1446.32,0.008162
1992-04-14,1437.65,-0.005995
1992-04-15,1441.57,0.002727
1992-04-16,1471.64,0.020859
1992-04-17,1453.95,-0.012021
1992-04-20,1453.79,-0.00011
1992-04-21,1458.02,0.00291
1992-04-22,1479.59,0.014794
1992-04-23,1504.89,0.017099
1992-04-24,1496.54,-0.005549
1992-04-27,1511.0,0.009662
1992-04-28,1528.86,0.01182
1992-04-29,1534.02,0.003375
1992-04-30,1536.6,0.001682
1992-05-01,1508.19,-0.018489
1992-05-04,1493.54,-0.009714
1992-05-05,1489.68,-0.002584
1992-05-06,1482.44,-0.00486
1992-05-07,1483.34,0.000607
1992-05-08,1470.57,-0.008609
1992-05-11,1484.84,0.009704
1992-05-12,1487.71,0.001933
1992-05-13,1508.63,0.014062
1992-05-14,1515.27,0.004401
1992-05-15,1509.84,-0.003584
1992-05-18,1542.28,0.021486
1992-05-19,1541.79,-0.000318
1992-05-20,1542.48,0.000448
1992-05-21,1550.27,0.00505
1992-05-22,1550.27,0.0
1992-05-25,1543.37,-0.004451
1992-05-26,1547.84,0.002896
1992-05-27,1523.62,-0.015648
1992-05-28,1526.68,0.002008
1992-05-29,1513.42,-0.008686
1992-06-01,1523.02,0.006343
1992-06-02,1529.69,0.004379
1992-06-03,1545.12,0.010087
1992-06-04,1546.82,0.0011
1992-06-05,1528.12,-0.012089
1992-06-08,1530.65,0.001656
1992-06-09,1526.25,-0.002875
1992-06-10,1519.48,-0.004436
1992-06-11,1506.65,-0.008444
1992-06-12,1504.3,-0.00156
1992-06-15,1480.65,-0.015722
1992-06-16,1476.7,-0.002668
1992-06-17,1478.07,0.000928
1992-06-18,1479.62,0.001049
1992-06-19,1477.55,-0.001399
1992-06-22,1472.59,-0.003357
1992-06-23,1495.6,0.015626
1992-06-24,1517.45,0.01461
1992-06-25,1520.93,0.002293
1992-06-26,1527.06,0.00403
1992-06-29,1527.06,0.0
1992-06-30,1527.06,0.0
1992-07-01,1547.51,0.013392
1992-07-02,1545.82,-0.001092
1992-07-03,1538.43,-0.004781
1992-07-06,1538.43,0.0
1992-07-07,1538.43,0.0
1992-07-08,1538.04,-0.000254
1992-07-09,1554.03,0.010396
1992-07-10,1551.17,-0.00184
1992-07-13,1538.37,-0.008252
1992-07-14,1529.1,-0.006026
1992-07-15,1522.26,-0.004473
1992-07-16,1533.79,0.007574
1992-07-17,1510.18,-0.015393
1992-07-20,1526.91,0.011078
1992-07-21,1555.52,0.018737
1992-07-22,1581.49,0.016695
1992-07-23,1572.61,-0.005615
1992-07-24,1572.69,5.1e-05
1992-07-27,1580.64,0.005055
1992-07-28,1593.35,0.008041
1992-07-29,1571.28,-0.013851
1992-07-30,1575.59,0.002743
1992-07-31,1561.78,-0.008765
1992-08-03,1572.68,0.006979
1992-08-04,1574.04,0.000865
1992-08-05,1590.33,0.010349
1992-08-06,1584.14,-0.003892
1992-08-07,1605.91,0.013742
1992-08-10,1615.98,0.006271
1992-08-11,1643.83,0.017234
1992-08-12,1646.85,0.001837
1992-08-13,1639.12,-0.004694
1992-08-14,1642.8,0.002245
1992-08-17,1659.07,0.009904
1992-08-18,1649.64,-0.005684
1992-08-19,1674.93,0.015331
1992-08-20,1651.6,-0.013929
1992-08-21,1656.35,0.002876
1992-08-24,1670.9,0.008784
1992-08-25,1683.3,0.007421
1992-08-26,1679.41,-0.002311
1992-08-27,1658.09,-0.012695
1992-08-28,1652.92,-0.003118
1992-08-31,1661.96,0.005469
1992-09-01,1680.02,0.010867
1992-09-02,1691.37,0.006756
1992-09-03,1701.46,0.005966
1992-09-04,1690.48,-0.006453
1992-09-07,1685.46,-0.00297
1992-09-08,1686.15,0.000409
1992-09-09,1702.27,0.00956
1992-09-10,1711.91,0.005663
1992-09-11,1714.48,0.001501
1992-09-14,1708.65,-0.0034
1992-09-15,1688.74,-0.011652
1992-09-16,1705.05,0.009658
1992-09-17,1700.28,-0.002798
1992-09-18,1689.71,-0.006217
1992-09-21,1696.38,0.003947
1992-09-22,1686.57,-0.005783
1992-09-23,1656.59,-0.017776
1992-09-24,1653.2,-0.002046
1992-09-25,1666.72,0.008178
1992-09-28,1663.27,-0.00207
1992-09-29,1667.26,0.002399
1992-09-30,1675.18,0.00475
1992-10-01,1686.64,0.006841
1992-10-02,1676.84,-0.00581
1992-10-05,1670.04,-0.004055
1992-10-06,1657.06,-0.007772
1992-10-07,1658.36,0.000785
1992-10-08,1667.64,0.005596
1992-10-09,1654.6,-0.007819
1992-10-12,1658.13,0.002133
1992-10-13,1658.13,0.0
1992-10-14,1658.13,0.0
1992-10-15,1671.54,0.008087
1992-10-16,1674.95,0.00204
1992-10-19,1674.67,-0.000167
1992-10-20,1678.65,0.002377
1992-10-21,1687.14,0.005058
1992-10-22,1680.06,-0.004196
1992-10-23,1666.49,-0.008077
1992-10-26,1680.01,0.008113
1992-10-27,1656.03,-0.014274
1992-10-28,1643.53,-0.007548
1992-10-29,1636.59,-0.004223
1992-10-30,1630.88,-0.003489
1992-11-02,1618.6,-0.00753
1992-11-03,1626.83,0.005085
1992-11-04,1632.0,0.003178
1992-11-05,1619.92,-0.007402
1992-11-06,1628.88,0.005531
1992-11-09,1617.74,-0.006839
1992-11-10,1607.7,-0.006206
1992-11-11,1616.45,0.005443
1992-11-12,1613.46,-0.00185
1992-11-13,1632.99,0.012104
1992-11-16,1636.02,0.001855
1992-11-17,1632.35,-0.002243
1992-11-18,1630.37,-0.001213
1992-11-19,1619.26,-0.006814
1992-11-20,1606.64,-0.007794
1992-11-23,1606.64,0.0
1992-11-24,1613.98,0.004569
1992-11-25,1608.58,-0.003346
1992-11-26,1623.05,0.008996
1992-11-27,1617.18,-0.003617
1992-11-30,1633.18,0.009894
1992-12-01,1627.21,-0.003655
1992-12-02,1627.21,0.0
1992-12-03,1625.59,-0.000996
1992-12-04,1628.53,0.001809
1992-12-07,1630.56,0.001247
1992-12-08,1638.47,0.004851
1992-12-09,1660.88,0.013677
1992-12-10,1662.28,0.000843
1992-12-11,1679.69,0.010474
1992-12-14,1679.69,0.0
1992-12-15,1685.85,0.003667
1992-12-16,1686.44,0.00035
1992-12-17,1684.57,-0.001109
1992-12-18,1689.93,0.003182
1992-12-21,1681.47,-0.005006
1992-12-22,1687.14,0.003372
1992-12-23,1697.26,0.005998
1992-12-24,1698.33,0.00063
1992-12-25,1690.96,-0.00434
1992-12-28,1692.16,0.00071
1992-12-29,1699.52,0.004349
1992-12-30,1712.33,0.007537
1992-12-31,1703.05,-0.00542
1993-01-01,1700.93,-0.001245
1993-01-04,1698.36,-0.001511
1993-01-05,1697.39,-0.000571
1993-01-06,1694.83,-0.001508
1993-01-07,1705.66,0.00639
1993-01-08,1739.48,0.019828
1993-01-11,1798.63,0.034004
1993-01-12,1798.36,-0.00015
1993-01-13,1808.74,0.005772
1993-01-14,1806.52,-0.001227
1993-01-15,1815.63,0.005043
1993-01-18,1807.12,-0.004687
1993-01-19,1829.36,0.012307
1993-01-20,1835.09,0.003132
1993-01-21,1826.45,-0.004708
1993-01-22,1821.28,-0.002831
1993-01-25,1828.53,0.003981
1993-01-26,1830.61,0.001138
1993-01-27,1859.49,0.015776
1993-01-28,1846.02,-0.007244
1993-01-29,1832.2,-0.007486
1993-02-01,1823.4,-0.004803
1993-02-02,1823.07,-0.000181
1993-02-03,1818.1,-0.002726
1993-02-04,1857.36,0.021594
1993-02-05,1861.22,0.002078
1993-02-08,1870.8,0.005147
1993-02-09,1878.94,0.004351
1993-02-10,1870.24,-0.00463
1993-02-11,1864.51,-0.003064
1993-02-12,1894.56,0.016117
1993-02-15,1908.69,0.007458
1993-02-16,1917.69,0.004715
1993-02-17,1903.44,-0.007431
1993-02-18,1918.75,0.008043
1993-02-19,1930.29,0.006014
1993-02-22,1937.77,0.003875
1993-02-23,1909.53,-0.014573
1993-02-24,1893.48,-0.008405
1993-02-25,1907.65,0.007484
1993-02-26,1915.59,0.004162
1993-03-01,1890.58,-0.013056
1993-03-02,1909.54,0.010029
1993-03-03,1929.56,0.010484
1993-03-04,1931.88,0.001202
1993-03-05,1923.67,-0.00425
1993-03-08,1928.63,0.002578
1993-03-09,1920.43,-0.004252
1993-03-10,1911.15,-0.004832
1993-03-11,1878.77,-0.016943
1993-03-12,1870.32,-0.004498
1993-03-15,1870.46,7.5e-05
1993-03-16,1868.28,-0.001165
1993-03-17,1874.38,0.003265
1993-03-18,1869.25,-0.002737
1993-03-19,1852.81,-0.008795
1993-03-22,1862.62,0.005295
1993-03-23,1884.67,0.011838
1993-03-24,1922.69,0.020173
1993-03-25,1922.05,-0.000333
1993-03-26,1899.54,-0.011711
1993-03-29,1902.14,0.001369
1993-03-30,1890.18,-0.006288
1993-03-31,1914.4,0.012814
1993-04-01,1915.61,0.000632
1993-04-02,1908.97,-0.003466
1993-04-05,1910.23,0.00066
1993-04-06,1920.46,0.005355
1993-04-07,1934.99,0.007566
1993-04-08,1973.45,0.019876
1993-04-09,1994.09,0.010459
1993-04-12,1991.95,-0.001073
1993-04-13,2015.71,0.011928
1993-04-14,2009.28,-0.00319
1993-04-15,2004.11,-0.002573
1993-04-16,1999.6,-0.00225
1993-04-19,1995.35,-0.002125
1993-04-20,2023.26,0.013988
1993-04-21,2032.25,0.004443
1993-04-22,2036.93,0.002303
1993-04-23,2029.87,-0.003466
1993-04-26,2048.05,0.008956
1993-04-27,2083.62,0.017368
1993-04-28,2061.18,-0.01077
1993-04-29,2048.75,-0.006031
1993-04-30,2040.97,-0.003797
1993-05-03,2053.66,0.006218
1993-05-04,2064.98,0.005512
1993-05-05,2068.51,0.001709
1993-05-06,2086.4,0.008649
1993-05-07,2086.22,-8.6e-05
1993-05-10,2057.1,-0.013958
1993-05-11,2013.65,-0.021122
1993-05-12,2007.5,-0.003054
1993-05-13,2040.74,0.016558
1993-05-14,2020.11,-0.010109
1993-05-17,2021.81,0.000842
1993-05-18,2023.06,0.000618
1993-05-19,2047.2,0.011932
1993-05-20,2070.17,0.01122
1993-05-21,2070.17,0.0
1993-05-24,2075.99,0.002811
1993-05-25,2072.13,-0.001859
1993-05-26,2020.36,-0.024984
1993-05-27,2027.99,0.003777
1993-05-28,2036.45,0.004172
1993-05-31,2057.8,0.010484
1993-06-01,2045.25,-0.006099
1993-06-02,2052.09,0.003344
1993-06-03,2052.92,0.000404
1993-06-04,2089.77,0.01795
1993-06-07,2099.76,0.00478
1993-06-08,2128.3,0.013592
1993-06-09,2118.01,-0.004835
1993-06-10,2127.39,0.004429
1993-06-11,2165.95,0.018125
1993-06-14,2166.58,0.000291
1993-06-15,2165.5,-0.000498
1993-06-16,2163.83,-0.000771
1993-06-17,2128.07,-0.016526
1993-06-18,2129.52,0.000681
1993-06-21,2144.03,0.006814
1993-06-22,2154.76,0.005005
1993-06-23,2188.18,0.01551
1993-06-24,2183.78,-0.002011
1993-06-25,2209.17,0.011627
1993-06-28,2227.63,0.008356
1993-06-29,2227.63,0.0
1993-06-30,2266.7,0.017539
1993-07-01,2236.91,-0.013142
1993-07-02,2229.62,-0.003259
1993-07-05,2255.29,0.011513
1993-07-06,2255.29,0.0
1993-07-07,2274.62,0.008571
1993-07-08,2249.85,-0.01089
1993-07-09,2233.61,-0.007218
1993-07-12,2220.63,-0.005811
1993-07-13,2224.95,0.001945
1993-07-14,2225.0,2.2e-05
1993-07-15,2228.1,0.001393
1993-07-16,2182.06,-0.020663
1993-07-19,2142.37,-0.018189
1993-07-20,2151.05,0.004052
1993-07-21,2115.56,-0.016499
1993-07-22,2130.35,0.006991
1993-07-23,2132.52,0.001019
1993-07-26,2098.36,-0.016019
1993-07-27,2073.94,-0.011638
1993-07-28,2107.29,0.016081
1993-07-29,2090.78,-0.007835
1993-07-30,2128.66,0.018118
1993-08-02,2123.31,-0.002513
1993-08-03,2156.61,0.015683
1993-08-04,2192.6,0.016688
1993-08-05,2181.88,-0.004889
1993-08-06,2184.05,0.000995
1993-08-09,2137.08,-0.021506
1993-08-10,2143.9,0.003191
1993-08-11,2095.11,-0.022758
1993-08-12,2099.57,0.002129
1993-08-13,2116.43,0.00803
1993-08-16,2119.69,0.00154
1993-08-17,2108.77,-0.005152
1993-08-18,2101.93,-0.003244
1993-08-19,2130.71,0.013692
1993-08-20,2135.25,0.002131
1993-08-23,2162.29,0.012664
1993-08-24,2133.85,-0.013153
1993-08-25,2108.06,-0.012086
1993-08-26,2113.64,0.002647
1993-08-27,2140.25,0.01259
1993-08-30,2082.9,-0.026796
1993-08-31,2075.33,-0.003634
1993-09-01,2103.24,0.013448
1993-09-02,2057.2,-0.02189
1993-09-03,2018.69,-0.01872
1993-09-06,2044.45,0.012761
1993-09-07,2076.76,0.015804
1993-09-08,2132.12,0.026657
1993-09-09,2125.47,-0.003119
1993-09-10,2118.01,-0.00351
1993-09-13,2124.51,0.003069
1993-09-14,2101.89,-0.010647
1993-09-15,2169.4,0.032119
1993-09-16,2178.91,0.004384
1993-09-17,2168.11,-0.004957
1993-09-20,2160.45,-0.003533
1993-09-21,2140.39,-0.009285
1993-09-22,2130.55,-0.004597
1993-09-23,2141.7,0.005233
1993-09-24,2162.96,0.009927
1993-09-27,2144.36,-0.008599
1993-09-28,2144.0,-0.000168
1993-09-29,2167.72,0.011063
1993-09-30,2162.82,-0.00226
1993-10-01,2151.84,-0.005077
1993-10-04,2142.88,-0.004164
1993-10-05,2142.88,0.0
1993-10-06,2142.88,0.0
1993-10-07,2177.09,0.015964
1993-10-08,2184.89,0.003583
1993-10-11,2202.57,0.008092
1993-10-12,2203.18,0.000277
1993-10-13,2224.85,0.009836
1993-10-14,2211.19,-0.00614
1993-10-15,2215.19,0.001809
1993-10-18,2198.24,-0.007652
1993-10-19,2211.92,0.006223
1993-10-20,2218.37,0.002916
1993-10-21,2193.89,-0.011035
